cas	id	score/f7.83125363f7.5543394	score/f3.96892066f7.5543394	score/f7.8423149f3.96892066	score/f7.65137389f7.54371056	score/f2.67183079f2.55375959	score/f4.05847317f3.04562355	score/f2.26835606f7.41543777	score/f4.19323137f2.26835606	score/f7.21512364f2.34609156	score/f2.10098149f2.26835606	score/f8.08686961f4.44197134	score/f1.9327416f2.26835606	score/f3.11155736f3.30174918	score/f6.36097057f6.13422123	score/f2.72536507f3.04562355	score/f8.33470473f6.67724044	score/f7.30971869f6.84334939	score/f4.64518419f5.23951002	score/f6.24620988f6.36097057	score/f3.58786783f2.47461135	score/f6.21704203f6.06044366	score/f6.98478217f7.76865622	score/f2.74415963f3.58786783	score/f3.18131412f2.74415963	score/f6.99371349f6.84334939	score/f7.15493875f2.16092068	score/f4.11516934f3.58786783	score/f4.26441488f4.11516934	score/f6.43833605f3.04562355	score/f1.91427696f2.11117558	score/f1.50892693f3.58786783	score/f5.86025971f5.61164911	score/f2.38065771f1.50892693	score/f1.37357132f1.50892693	score/f1.11970213f1.37357132	score/f5.97056593f5.86025971	score/f3.65800917f7.36383034	score/f7.47437275f7.33825723	score/f1.12989762f1.50892693	score/f4.00955893f3.58786783	score/f3.39722713f3.52922397	score/f3.15649363f4.05847317	score/f4.03764378f2.72536507	score/f4.53880071f5.21309637	score/f4.30671322f7.67911541	score/f3.37475199f1.50892693	score/f1.83683351f2.38065771	score/f2.61479076f6.84334939	score/f3.09422033f1.19139379	score/f6.26268833f3.04562355	score/f6.173676f4.07081943	score/f3.62745737f2.16092068	score/f2.9415488f8.33060653	score/f5.98390494f4.05847317	score/f2.65362897f6.13422123	score/f4.24945164f3.58786783	score/f2.36721772f4.30671322	score/f2.0802689f4.53880071	score/f1.48991788f3.18131412	score/f7.08725811f7.88000916	score/f6.12074843f3.04562355	score/f8.49620795f7.62955706	score/f2.8938235f2.74415963	score/f8.34870752f4.30671322	score/f7.95494567f2.27881983	score/f2.62446615f3.58786783	score/f0.91439674f1.01900188	score/f6.51473917f6.36097057	score/f7.26597854f4.19323137	score/f6.09812883f4.30671322	score/f5.32384267f6.13422123	score/f5.99956963f3.04562355	score/f2.8477771f4.07081943	score/f3.84184016f4.53880071	score/f7.95316535f4.19323137	score/f2.29228556f2.39563347	score/f3.41036438f4.64518419	score/f6.74609331f2.26835606	score/f1.79263619f1.64399104	score/f1.32800494f4.11516934	score/f5.49046355f6.13422123	score/f5.45413051f2.9415488	score/f4.62974974f6.24620988	score/f4.02377892f1.83683351	score/f6.48213498f4.61730956	score/f0.83155705f1.24709382	score/f3.17086713f5.86025971	score/f2.78078922f4.39112747	score/f1.10153829f1.2375346	score/f7.97917265f2.10098149	score/f7.17527913f6.87201597	score/f1.96535712f8.09635394	score/f3.6353089f2.26835606	score/f2.8200243f1.42052021	score/f2.31137638f3.11155736	score/f2.79038061f2.29228556	score/f6.72081819f7.8423149	score/f1.08829468f1.83683351	score/f0.86830182f1.54263629	score/f3.78517816f1.48991788	score/f3.69849025f7.08725811	score/f4.34452389f1.22665954	score/f3.20704457f4.45891829	score/f2.00966913f1.64399104	score/f4.48171741f1.22665954	score/f2.43158044f3.23015616	score/f8.24549261f6.30796788	score/f2.46419281f2.14161058	score/f3.01992633f2.43158044	score/f8.48640761f6.06044366	score/f5.60282437f3.04562355	score/f3.86525495f3.7539065	score/f5.19909117f7.81503062	score/f7.99540288f8.15267475	score/f3.00131145f3.92193576	score/f2.02327747f3.01992633	score/f7.07578926f6.36097057	score/f6.82959963f6.13422123	score/f4.52031939f4.35614714	score/f1.38821794f2.66759434	score/f8.30641865f6.13422123	score/f1.27162019f2.36721772	score/f3.51789794f1.24709382	score/f3.89303619f5.24436416	score/f3.74338363f3.24618599	score/f6.52446765f2.65362897	score/f4.27728549f4.00955893	score/f2.94437771f4.2967762	score/f1.18001829f3.6660258	score/f5.45933027f4.62974974	score/f7.7263651f7.117331	score/f6.71691438f7.5543394	score/f6.55095009f6.24620988	score/f0.97475418f2.47537718	score/f5.18848173f7.0109346	score/f8.22507171f3.00131145	score/f6.6336729f3.04562355	score/f3.43006857f3.23015616	score/f8.38761746f3.74338363	score/f4.14843399f1.8614884	score/f3.76460529f6.36097057	score/f6.89686185f4.07081943	score/f2.90444467f3.23015616	score/f8.1918897f8.33470473	score/f1.31378065f1.70904734	score/f3.82947275f4.26441488	score/f7.06217792f2.34609156	score/f1.61871485f1.01900188	score/f6.68878115f4.30671322	score/f8.02105451f7.90392089	score/f7.10426492f3.24618599	score/f5.29065005f6.24620988	score/f8.20628545f4.05847317	score/f5.51326463f1.66487509	score/f4.58958407f3.23015616	score/f3.29149357f2.17139329	score/f2.88363939f2.47461135	score/f8.34643622f4.00955893	score/f5.34719257f4.29740181	score/f2.92630419f5.24436416	score/f3.48227835f5.24436416	score/f5.52944098f6.36097057	score/f6.07064227f6.65703491	score/f2.63782808f1.50892693	score/f3.90357189f2.16092068	score/f2.21837317f4.00955893	score/f5.4446624f7.117331	score/f8.05600859f7.7263651	score/f7.02540525f7.50037017	score/f4.55579687f7.67911541	score/f3.60478819f1.8614884	score/f6.96092807f3.87397676	score/f3.9339112f5.86025971	score/f7.03452178f2.9415488	score/f1.52511092f1.83683351	score/f8.02916865f4.00955893	score/f3.3225281f4.44197134	score/f2.32341986f4.07081943	score/f8.13693716f8.437004	score/f6.36097057f6.13422123.neg	score/f6.36097057f6.13422123.pos	score/f3.58786783f2.47461135.neg	score/f3.58786783f2.47461135.pos
50-81-7	10000441	11.5079	11.6389	12.0594	10.4615	0.8573	8.6329	1.3679	0.8710	2.1520	0.7255	0.0001	1.5637	0.7683	9.2284	4.7282	0.0025	0.0070	0.1071	7.7962	9.2539	4.7150	0.0049	7.7396	6.7213	0.0184	0.0106	7.7763	6.4072	6.6300	0.3351	7.8705	1.1367	5.9443	5.3641	3.6910	0.6396	5.0492	0.0000	4.1072	16.6950	0.0436	4.5536	6.6287	4.6659	1.7045	4.3856	5.0120	0.0217	0.0000	6.4439	2.0139	0.0000	4.5400	4.7963	7.7485	6.6046	3.3271	2.7785	4.9872	3.1862	5.0254	3.8279	3.3515	2.6115	2.3435	7.0195	0.0000	6.1491	0.0794	2.5750	4.6610	4.9160	1.1444	4.0264	0.0548	3.9515	0.0265	0.1872	0.0000	1.7774	5.3541	3.8312	3.0699	10.2587	0.0893	0.8379	0.5849	0.0001	0.4899	0.1351	0.0000	0.0630	0.1812	0.0001	0.4023	2.2411	3.3415	2.8744	0.0002	6.5651	11.6840	0.0102	0.0002	0.0022	3.0687	0.0019	1.7000	0.0007	0.0036	1.9420	3.9518	5.3553	0.1516	0.0117	0.0002	0.0332	7.7655	3.1491	7.6610	3.2259	2.7555	1.0556	0.1500	0.2088	5.4220	2.4650	8.9706	0.0011	0.0007	0.0032	0.6782	1.4472	2.3055	0.0895	1.0362	0.0291	2.7921	0.0016	5.3042	0.0415	11.7261	0.6722	0.0018	0.0051	0.0000	3.6965	1.5723	0.0001	0.6186	0.0654	0.5433	2.3378	1.4130	0.0000	0.1051	0.3302	2.5082	7.0444	0.0117	0.0379	0.0413	3.7627	0.1536	0.9595	0.0111	6.0498	0.3065	0.0201	0.0006	0.2411	0.0002	0.0003	0.0690	1.6546	1.0981	6.3876	0.0026	0.4158	0.4921	9.2284	4.1749	4.2711	7.6947
58-61-7	10000501	57.9958	76.7325	73.6775	33.4347	0.2783	11.5240	0.0083	0.0007	0.0924	0.0026	24.4879	0.0030	0.1492	10.4767	5.8849	0.0084	0.0024	0.0017	9.1470	7.3247	6.7360	0.0000	5.9584	4.7279	0.0068	0.0122	6.9863	4.6435	6.4339	0.1898	8.1161	3.1391	5.7049	5.9316	3.9975	2.5314	1.3554	0.0000	5.1520	6.4465	0.1569	6.4681	1.6733	4.7835	10.1444	4.3628	3.8609	0.0036	0.0000	7.2057	2.7436	0.0026	3.7186	6.9349	6.8674	6.0691	9.4786	2.2668	4.0962	0.7427	5.4841	5.5294	1.5628	9.8366	2.1800	5.3720	0.0000	6.0213	0.0076	9.4262	5.4131	12.5841	0.8280	7.7235	0.0001	3.5655	0.0014	0.0001	0.0000	0.8890	5.7989	2.4750	3.1084	3.1767	0.0298	0.8139	2.2637	0.0000	0.1161	0.0020	0.0000	5.2226	0.0000	0.0000	0.0048	1.6070	4.8785	2.6820	0.0000	1.5300	1.9629	0.0000	5.8223	0.0000	0.0002	0.0003	2.4738	0.0046	0.0022	2.2369	4.1894	6.2545	0.0001	0.0000	1.6218	0.0426	4.0855	3.3928	0.9157	2.3531	3.1281	0.7704	0.2905	3.0289	0.0001	0.9698	4.1807	3.3264	0.0000	0.0000	0.0001	2.4942	2.9077	0.0753	0.0262	0.0268	2.0314	0.0000	0.0000	0.1442	3.1037	0.3209	0.0109	0.0067	0.0000	5.0961	0.0463	0.0000	3.3974	0.0000	0.0001	1.4863	1.4042	0.0000	0.0209	0.2471	0.8169	1.2316	3.3140	0.0000	0.0035	2.6957	0.1774	0.7805	0.7224	0.6161	0.0000	0.0000	0.0000	1.2505	0.0007	1.9369	4.8001	0.9893	0.6367	0.3662	3.5864	0.1176	1.7217	1.8804	10.4767	5.7156	3.2733
107-95-9	10000561	0.2519	0.3445	0.5278	0.0577	56.8225	10.5007	0.0623	0.0240	0.2660	0.0160	0.0661	0.1395	1.4403	6.2504	5.7257	0.1201	0.0101	0.0000	5.6013	7.1726	3.4406	0.0087	7.3770	13.9573	0.0030	0.2014	5.6720	3.8117	5.9341	0.1861	7.4079	2.6983	6.0121	5.7467	3.6967	3.0328	1.6145	0.0108	4.9782	6.1654	0.0266	18.8358	2.4807	4.2588	5.4786	4.8442	5.5303	0.0003	0.0029	5.3824	1.6289	0.0051	3.9014	5.7736	6.1186	4.4923	5.1777	3.0080	9.8771	3.5169	6.3650	0.0534	3.4990	4.8298	2.3368	5.0953	0.0005	5.0093	0.1078	4.2884	3.2542	5.6925	1.0059	3.5613	0.0405	2.8506	0.0064	0.0151	0.0019	0.9610	3.3800	3.1178	2.4586	4.5831	0.0761	2.0313	10.5893	0.0015	1.1929	0.0199	0.0083	0.0765	0.0018	0.0089	0.6309	1.7371	0.5070	4.3676	0.2784	1.5252	3.2289	0.0070	5.9287	0.0929	0.0025	3.1871	0.7677	1.9516	1.8853	1.6241	4.8056	0.1443	0.0622	0.0002	0.0076	2.2021	4.5279	2.6195	2.0956	7.0451	2.1691	1.9587	1.2281	0.0100	0.0033	3.5346	2.2165	1.6308	0.0022	0.0048	0.0424	0.0639	1.7655	0.8784	0.4691	0.0702	2.6353	1.2798	0.1329	0.0011	2.8594	0.5903	1.9492	0.0746	0.0017	1.4941	0.2892	0.0030	1.6925	0.0390	0.1091	1.7777	3.6583	0.0001	1.1229	0.5728	1.9606	1.5212	0.2733	0.0005	0.0000	2.8278	0.3441	1.1724	0.0058	1.4037	0.0207	0.0001	0.0112	2.0403	0.0359	0.2488	1.2954	1.6561	2.9830	1.3919	0.0932	0.4543	0.0277	4.6710	3.6140	1.5891	7.1726
541-50-4	10000601	0.1232	0.1595	0.3025	0.0341	0.1325	3.5911	55.8089	53.2592	12.3713	49.4671	0.2051	38.5858	0.1468	4.2345	1.5536	0.0010	0.1422	0.8187	4.7397	5.3680	3.0353	0.0065	4.8998	4.9210	0.1033	0.0008	3.8868	3.3629	3.0591	10.6351	3.9023	0.4617	2.1481	2.5007	2.8444	0.2608	9.7998	0.0385	2.3251	3.0590	0.7865	1.2251	0.4221	4.3253	0.4459	2.8593	1.2742	0.0180	0.0002	3.0708	1.0146	0.0019	2.4722	1.8041	3.0426	3.8390	0.8965	1.9912	3.9713	0.6739	1.9031	0.0095	2.8374	0.9759	14.5243	3.1896	0.0015	2.3855	14.4797	0.7908	2.6506	1.9906	0.4149	2.7496	12.4945	9.6133	1.7621	19.3790	0.0010	1.0062	3.1509	2.5891	2.8608	0.7961	0.5064	0.9238	0.2149	0.0143	0.6156	12.7512	0.1924	0.0063	18.0995	0.0063	0.1454	8.8593	0.1540	0.2397	0.0023	1.8656	1.2926	0.1033	0.7669	0.0075	0.0650	0.3673	1.3898	0.1279	0.0044	1.6239	1.3131	0.0050	0.0010	0.0001	0.0031	0.0113	1.8623	2.2578	1.4431	1.0813	1.8629	0.1747	0.2442	0.2160	0.3599	1.1183	0.7560	0.0010	0.0003	0.0402	0.0052	0.0347	2.1554	0.2810	0.5196	0.0142	1.4682	10.9974	0.0867	0.0004	2.1939	0.2484	0.5088	0.0003	0.0027	1.8558	3.2855	0.0030	0.7056	0.0238	0.1849	1.7815	0.4132	0.0002	0.3818	0.0218	1.9950	0.8388	0.0037	0.2129	0.2883	1.9933	0.0034	0.8583	0.0341	0.2828	0.0165	0.0003	0.3639	0.1022	0.0143	0.0034	0.0225	1.1265	0.2042	0.5624	0.5501	0.8140	0.0779	4.2345	0.2263	0.8192	5.3680
541-15-1	10000621	0.8351	1.0847	1.7375	0.2671	2.8209	11.8695	0.3152	0.0280	1.3407	0.0048	0.0058	0.3962	1.8830	15.6863	4.4993	0.0013	0.0004	1.7256	14.4228	30.1013	8.8831	0.0000	18.6962	16.3360	0.0000	0.0002	18.9014	15.1168	7.8446	0.2135	20.5125	3.6988	23.9417	16.4179	13.0090	3.2336	6.8283	0.0000	13.3420	17.1834	7.5362	7.7330	0.7259	20.0587	4.0666	20.1544	19.0494	0.0000	0.0000	9.3600	2.0942	0.0000	7.9243	7.4050	10.7815	16.2982	12.4392	15.5808	14.8726	4.2752	6.0403	0.0118	8.6712	6.1791	4.9356	14.0223	0.0000	9.7192	0.0077	6.4390	8.1612	7.4813	0.6200	15.7813	0.0012	18.2730	8.5865	0.0011	0.0000	5.3833	9.6213	7.7536	6.5764	8.1415	0.0937	5.3575	3.9011	0.0000	2.6676	0.0009	0.0000	0.0106	0.0001	0.0008	0.8840	7.1327	0.7862	5.8419	0.0001	7.0714	6.8247	0.0000	3.4055	0.0003	0.0000	20.1152	3.2829	6.9674	7.9670	3.5119	5.6023	0.0017	0.0003	0.0000	0.1957	0.9784	10.4662	7.3129	5.5921	8.3032	5.1666	4.8751	0.9760	0.1562	0.4467	2.3372	4.8311	0.1514	0.0000	0.0027	0.0001	0.1196	5.8226	7.1735	1.4492	0.2937	2.9957	19.1103	0.0749	0.0008	7.0081	0.5624	9.5472	0.0000	0.0000	6.6822	2.3560	0.0000	2.7576	0.0350	0.1492	4.7656	1.0541	0.0000	7.9405	0.2530	10.1268	3.5998	0.0610	0.0588	0.5057	6.7664	0.1437	4.2667	0.0008	4.0442	0.0006	0.0000	0.0014	3.8809	0.0000	0.0021	1.2914	2.9330	3.1469	3.5521	0.1114	0.2110	0.0366	13.4229	3.1314	2.5491	30.1013
57-00-1	10000641	0.0267	0.0244	0.0191	0.0149	0.2482	0.3121	0.0353	0.0091	0.0569	0.0142	0.3838	0.0046	0.0279	0.5208	0.3348	0.1716	0.0003	0.0177	0.4504	0.1677	0.2396	0.0117	0.1028	0.0581	0.0031	0.1282	0.1589	0.0916	0.2182	0.0356	0.3248	0.7158	0.3570	0.6393	0.5779	0.6062	0.3106	0.0124	0.4818	0.1644	2.9580	0.2303	0.3814	0.2676	0.2515	0.3213	0.3238	0.0022	0.0161	0.2910	0.9281	0.2277	0.9506	0.2355	0.2839	0.1635	0.6222	0.2271	0.0420	0.1037	0.1724	0.0670	0.0281	0.7574	0.0881	0.1841	0.0048	0.4044	0.0349	0.4854	0.1991	0.3256	0.7405	0.2874	0.0050	0.1570	0.0567	0.0389	0.0001	0.0138	0.2124	0.3078	0.1528	0.3965	0.0376	0.3026	0.7215	0.0214	0.0276	0.0182	0.0003	0.2416	0.0008	0.0007	0.0193	0.0577	0.0082	0.7949	0.0291	0.0342	0.0887	0.0000	0.4665	0.0000	0.0003	0.3678	0.1579	0.3106	7.4042	0.0978	0.2025	0.0000	0.0388	0.0024	15.6671	6.9874	0.2617	0.2084	0.0885	0.2825	0.1712	0.3324	0.2255	0.0057	0.0003	0.0687	0.0662	0.1936	0.0028	0.0019	0.0013	0.0034	0.2164	0.1209	0.0045	6.7627	0.0922	0.0800	0.0011	0.1838	0.2426	0.6331	0.5875	0.0237	0.0001	0.0678	0.0453	0.0002	0.2077	0.1403	0.0111	0.1014	0.0467	0.0003	0.0619	0.6270	0.0504	0.0972	0.1738	0.0012	0.1242	0.2394	0.2908	0.0624	4.5370	0.0560	0.0027	0.0068	0.0003	0.0611	0.0018	0.0292	9.1054	0.2814	0.0682	0.0508	0.1501	0.2090	0.0108	0.5208	0.5208	0.1677	0.1677
585-84-2	10000721	0.2023	0.2349	0.3536	0.0597	0.0149	0.8694	0.1034	0.0619	0.1069	0.0964	0.0381	0.2338	0.3548	1.0950	0.3534	0.0095	0.0614	3.1788	1.3164	1.8896	1.0554	0.0415	1.1327	1.4988	0.0613	0.0003	0.8016	0.7477	1.0844	0.0466	0.8140	0.0765	0.3206	0.4196	0.3916	0.0536	0.4205	0.0066	0.2845	1.2079	0.2003	0.1907	0.0570	0.5966	0.1433	0.3948	0.2830	0.0125	0.0000	1.3151	0.0890	0.0000	0.6875	0.2947	0.9776	0.8991	0.1748	0.0871	1.5585	0.1792	0.3064	0.0078	0.4681	0.1246	0.4423	0.4410	0.0000	0.8203	0.0533	0.1733	0.7754	0.4002	0.0278	0.3238	0.0083	0.3082	12.1018	0.0209	0.0007	0.1280	0.7059	0.9230	0.5810	0.1265	0.6598	0.2254	0.1350	0.0001	0.2222	0.1410	0.0034	0.0077	0.0267	0.0023	0.0683	0.1612	0.3327	0.0616	0.0004	0.4977	0.4689	0.0058	0.0477	0.0027	0.0006	0.2917	0.1152	0.1573	0.0104	0.3770	0.2236	0.0014	0.0003	0.0000	0.0004	0.0005	0.4826	0.8580	0.0472	0.2220	0.3056	0.0060	0.1153	0.7318	0.9733	0.4798	0.2892	0.0410	0.0002	0.0023	0.0033	0.0404	1.1707	0.9397	0.0163	0.0143	0.4746	10.5706	0.1041	0.0001	0.2602	0.0134	0.3582	0.0073	0.0010	0.4774	0.2171	0.0000	0.1053	0.0015	0.0667	0.5206	0.0103	0.0004	0.0480	0.0018	0.9798	0.6073	0.2367	0.3766	1.0009	0.3505	0.0176	0.1058	0.0098	0.2378	0.0047	0.0000	0.0094	0.0202	0.0004	0.0130	0.0190	0.2148	0.0159	0.2494	0.1337	0.0173	0.0040	1.0950	1.0950	1.8896	1.8896
504-07-4	10000761	0.2834	0.3423	0.5220	0.0761	73.2673	6.7248	0.0064	0.0013	0.1093	0.0020	0.0118	0.0150	1.1372	6.6398	2.6004	0.0019	0.0166	3.5992	6.0164	8.3842	4.2440	0.0014	5.5942	5.1595	0.0041	0.0160	5.3608	4.5963	6.0532	0.0798	6.0825	0.3083	3.7564	4.1279	2.8841	0.2575	1.4649	0.0059	3.3691	6.8159	0.8200	4.2718	0.3299	2.2314	1.5221	3.4705	3.3809	0.0024	0.0000	5.3513	0.6507	0.0001	4.6934	2.8578	15.4045	5.1240	2.5083	1.0986	3.8110	1.3092	3.8968	0.0144	2.4542	1.6974	2.8927	4.2456	0.0005	5.1690	0.0345	1.7091	4.5075	3.2118	0.1593	1.6571	0.0317	1.6980	11.6833	0.0001	0.0002	0.8540	4.8359	4.4694	2.9052	4.0088	0.1517	1.0935	0.4210	0.0006	1.0002	0.0807	0.0012	0.0592	0.0001	0.0244	0.3239	0.9133	0.3757	2.0838	0.0057	1.1892	2.4318	0.0046	0.0287	0.0194	0.0002	0.6046	1.5633	0.3981	0.6164	1.9884	2.8237	0.0386	0.0012	0.0000	0.0152	0.4873	3.8042	3.3532	0.7734	8.4364	2.3025	0.8225	0.4780	0.9433	0.7745	10.0164	2.9743	0.0101	0.0001	0.0013	0.0894	0.0556	2.3545	0.6790	0.2002	0.0458	2.2332	9.4880	0.2023	0.0038	2.4173	0.0888	0.3817	0.0002	0.0002	1.8739	0.3651	0.0003	0.8532	0.0020	0.0265	2.0300	1.4395	0.0001	0.1159	0.4343	3.6200	2.5142	0.0188	0.2533	5.0209	2.2261	0.0141	4.8160	0.0023	1.8669	0.0124	0.0006	0.0016	0.3717	0.0019	0.0033	0.0276	1.4422	1.0379	1.7408	0.0742	0.0879	0.0324	1.6193	6.6398	8.3842	2.2724
696-04-8	10000791	0.7076	0.8983	1.3289	0.2053	2.3841	17.6230	0.1249	0.0064	0.3093	0.0050	0.0003	0.0777	0.4890	8.9640	18.8979	0.0223	0.0000	0.1075	9.1511	10.7795	5.2588	0.0000	18.0764	24.4636	0.0000	0.0035	9.9371	7.4030	9.7501	0.1727	10.7826	3.7968	7.0772	7.5453	5.3482	3.0884	3.8969	0.0000	6.7026	8.1829	0.4276	19.0416	10.5729	9.6849	5.7280	7.0639	4.6750	0.0000	5.6905	9.1522	2.9984	0.0000	4.1952	8.3292	6.0122	7.8160	5.0832	6.1067	13.1251	1.7556	9.4470	0.1422	10.2043	5.3195	3.7902	7.5826	0.0000	6.0494	0.0072	4.1777	4.7477	8.5888	3.2789	7.9224	0.0009	6.7661	0.1770	0.0037	0.0000	2.2091	5.2938	3.2844	3.4912	3.1332	0.0276	3.0546	8.6618	5.1656	1.2491	0.0005	0.0000	0.0010	0.0000	1.8248	0.0809	11.9215	0.3922	2.8568	0.0093	3.6705	2.6895	0.1567	2.9626	0.0006	0.1781	0.3004	1.6482	0.3780	0.0405	2.3094	6.7737	0.0003	0.0014	0.0000	0.0010	0.7495	4.7983	3.1637	2.6508	3.4315	2.5016	0.9433	6.1527	0.0251	0.0013	1.4134	1.6632	0.6717	3.3538	0.0003	0.0000	0.0482	2.7380	0.2337	0.4214	0.0048	3.9818	0.1611	0.0012	0.0000	3.7756	0.7276	0.2425	0.0073	0.0096	2.7905	0.2611	0.0000	1.4611	0.0005	0.0065	2.1819	3.4400	0.0000	0.2477	0.1040	2.2938	1.4382	0.0374	0.0003	1.2719	3.5774	0.1823	1.9030	0.0004	1.0132	0.0000	0.0000	0.0003	1.5500	0.0030	0.0107	0.6933	1.4449	1.6357	0.7141	0.0021	0.6255	0.0084	7.5510	4.8993	2.5055	10.7795
124-40-3	10000871	0.3216	0.3424	0.4954	0.1964	1.4550	1.5836	0.0370	0.0035	0.1296	0.0117	0.0059	0.0256	2.0471	1.6134	0.6934	0.0039	0.0018	0.0005	1.6208	2.3181	1.1612	0.0032	1.4501	1.3756	0.0119	0.1541	1.6887	1.9583	1.5901	0.0547	1.0713	0.0382	0.5807	0.8141	0.6141	0.0706	0.5216	0.0006	0.5931	2.2609	0.0510	0.7296	0.1393	0.5447	1.2581	0.4640	0.7892	0.0002	0.0399	1.2960	0.0746	0.0134	1.1817	0.5870	2.5547	1.2773	1.0108	0.2780	1.1593	0.3093	1.1574	0.1587	1.0271	0.6004	0.5367	0.9476	0.0760	1.1543	0.0073	0.8014	1.5396	0.6820	0.0308	0.4692	0.0308	0.3439	0.0041	0.0203	0.0424	0.9125	1.5299	1.4048	0.9487	0.8573	0.1590	0.0388	0.3322	0.0076	0.0887	0.2496	0.0058	0.0667	0.0046	0.0020	1.5077	0.2141	0.2938	0.8880	0.0736	0.5419	0.7341	0.0069	0.0122	0.2328	0.0641	1.1639	0.7868	2.4182	1.6952	0.7332	0.8801	0.0582	0.0861	0.0045	0.0065	0.7844	1.0066	1.2373	0.1347	1.4668	0.6765	0.5228	0.0051	0.0662	0.1449	1.7813	1.4768	2.0515	0.0015	0.0587	0.2100	0.0285	0.8438	7.2353	0.2840	0.0756	0.8381	0.0867	0.1071	0.0178	0.5719	0.0154	0.2854	0.0176	0.0010	0.9291	0.2466	0.0611	0.3307	0.0117	0.1259	0.8615	0.4975	0.0424	0.1037	0.1013	1.8328	1.6692	1.0638	0.1014	0.0240	0.5849	0.1174	0.0788	0.1204	1.5946	0.2668	0.0185	0.0020	0.5087	0.0045	0.0530	0.0654	0.3831	0.3646	0.9728	0.0371	0.0467	0.1957	1.6134	1.6134	2.3181	2.3181
1118-68-9	10000921	0.4778	0.5249	0.7117	0.1698	0.6816	1.5476	1.2802	0.7544	1.2356	0.5904	0.0001	1.3643	0.2228	2.2893	0.2915	0.0716	0.0098	0.0481	1.9173	3.8758	1.0937	0.0120	4.0180	4.3395	0.0039	0.0636	2.1736	1.6921	1.4455	0.2509	2.2046	0.3156	1.7318	1.2591	0.7834	0.2879	2.3112	0.0061	0.9931	3.4412	0.0717	0.7512	0.0330	1.4577	0.4068	1.0113	1.3193	0.0021	0.0004	1.1116	0.1707	0.0034	1.2559	1.0432	2.1691	1.9061	0.5582	0.7687	2.5101	1.7287	0.8921	0.2941	11.2287	0.7161	0.5110	2.3038	0.0000	1.3724	0.2928	0.5898	1.5064	0.7065	0.5493	1.1145	0.0414	1.5748	0.0019	0.3289	0.0013	0.5377	1.9630	1.4649	0.8400	0.9679	0.0812	0.1747	0.3398	0.0003	0.0973	0.0238	0.0002	0.0619	0.1586	0.0004	0.1759	1.2575	0.3660	0.5215	0.0004	0.7785	8.6818	0.0002	0.0105	0.0039	0.0042	0.8004	0.5717	0.7557	0.2611	0.4312	0.6640	0.0068	0.0232	0.0520	0.0002	0.0432	2.4741	1.0491	0.5190	0.8636	0.8955	0.2406	0.0311	0.0364	0.4350	0.7922	1.8488	0.1056	0.0088	0.0034	0.3016	0.0667	0.7201	0.5641	0.4844	0.0532	0.6495	0.5291	0.2243	0.0350	1.7019	0.1387	8.0895	0.0130	0.0029	1.5215	0.8598	0.0006	0.1278	0.0075	0.7233	0.9893	0.2363	0.0009	0.2066	0.0708	2.4661	2.0698	0.0200	8.4499	0.1255	0.9075	0.0677	0.3440	0.0119	0.9819	0.4408	0.0022	0.0022	0.1191	0.1332	0.0057	0.4317	0.7477	0.2530	1.4054	0.0076	0.0588	0.0238	2.2893	2.2893	1.9664	2.3690
77-92-9	10000941	0.1790	0.2498	0.5096	0.0361	135.9312	13.1964	0.0001	0.0001	0.5444	0.0004	0.0014	0.0280	3.3057	11.8811	5.9114	0.0034	0.2240	0.0000	10.3481	12.4537	6.6523	0.0120	9.8229	7.4443	0.1604	0.3035	9.8701	7.7373	10.3347	0.2072	12.0408	1.7856	9.2617	9.4106	6.4230	1.7129	2.7195	0.0028	8.1394	11.2139	0.1020	11.0842	0.8625	4.8729	5.2424	7.7667	9.1896	0.4392	0.0004	9.4216	1.6194	0.0040	7.7777	7.0773	21.0013	8.6710	7.2044	3.7597	4.4417	3.4314	8.7759	0.0019	4.1955	5.0165	4.3956	16.1065	0.0275	10.2836	0.0286	5.4237	6.8203	7.3184	0.1716	3.8387	0.0537	4.1488	0.0000	0.0001	0.0059	2.0000	7.9638	6.4310	5.6107	10.0749	0.4990	2.8716	1.5619	0.0084	2.2691	0.1842	0.0016	0.1891	0.0001	0.0956	1.9674	2.5568	0.5759	6.9692	0.1000	1.5598	5.0611	0.0238	0.0058	0.2854	0.0015	1.1976	2.9472	1.0639	2.7438	2.8001	6.8179	0.3954	0.0052	0.0005	0.0006	2.4554	7.5876	4.9404	2.5866	17.5683	4.3333	3.9338	1.4006	0.0075	0.0002	15.2119	5.1945	0.5437	0.0000	0.0318	0.4937	0.0276	4.2062	0.0679	0.7229	0.0278	5.1913	0.0159	0.2319	0.0039	5.5424	0.0695	0.3752	0.0014	0.0000	2.7001	0.6668	0.0364	2.0857	0.0160	0.0002	3.6181	4.7315	0.0021	0.5230	1.7460	4.0997	3.6682	0.1072	0.0000	0.0000	5.0482	0.0644	6.6560	0.0033	3.5927	0.1041	0.0031	0.0015	1.9398	0.0080	0.0032	0.3565	3.0108	4.5315	3.5616	0.0005	0.2436	0.1475	5.7416	9.3919	9.7577	5.3993
